Url,Name,Price,Rating,No of Reviews
/Backpack-Charging-Business-Water-resistant-Anti-theft/dp/B0B6FRHV7C,"Arctic Hunter Laptop Bag,Stylish Backpack for Men with USB Charging Port Lightweight College Backpack for 15.6 Inch Laptop Multiple Pockets Water-resistant Anti-theft Laptop Backapck for Office Travel and School,Black","3,419",4.6,(18)
/POSSHUSA-Backpack-Charging-College-Suitable/dp/B0BX8ZZ769,POSSHUSA 15.6 Anti Theft Laptop Backpack with USB Charging Port Unisex Bag for College Office Suitable for Men Women,630,New to Amazon,N/A
/Office-Laptop-Bag-Women-Waterproof/dp/B0BDF6G7HY,Office Laptop Bag for Women - 15.6 Inch Laptop Office Bag For Women Large Capacity Work Bag Waterproof Leather Stylish Messenger Bag/ Ladies Sling Hand Carry Shoulder Bag - Womens Brown Laptop Bag,960,No reviews,N/A
/SKYBAGS-Marvel-Panther-School-Backpack/dp/B08421XHVD,SKYBAGS Marvel Extra Black Panther Black School Backpack 37L,"2,447",4.5,(25)
/House-Quirk-Toiletry-Waterproof-Zippered/dp/B09G364GX5,"House of Quirk Clear Toiletry Bag, Wash Make Up Bag PVC Waterproof Zippered Cosmetic Bag, Portable Carry Pouch for Women Men (Set of 3 Bag Black)",675,4.4,(467)
/AirCase-Backpack-Lightweight-Waterproof-Spacious/dp/B0BS3QJNKT,"AirCase Laptop Bag Backpack Case Pouch for Laptop Backpack for Men & Women,Premium Vegan Leather",929,2.7,(4)
/Gear-Colorado-Navy-Laptop-Backpack/dp/B097K6SPH7,F Gear Colorado Navy Lmn yelw 39 Ltrs Laptop Backpack (3813),761,4.2,(89)
/Wildcraft-Laptop-Trident-XL-2_Black/dp/B019DWD8SQ,wildcraft Nylon 40 ltrs Black Laptop Bag (Trident XL 2_Black),"2,999",4.4,(564)
/Shoulder-Crossbody-Shockproof-Compartment-k00063-Black/dp/B09HV9QYFB,"Arctic Hunter Mens Sling Bag,Mens Shoulder Bag,Crossbody Bag for Men,Chest Bag,Daypack,Shockproof Compartment for iPad,Suitable for College,Outdoor Travels and Business Daily Use for Men,Black","1,329",4.4,(330)
/AirCase-Backpack-Lightweight-Spacious-Warranty/dp/B0B2PCCXMN,"AirCase Premium Canvas Backpack fits Upto 15.6"" Laptop, Lightweight & Easy to Clean, Spacious Bag for Office/ Travel/ College, Men & Women",999,4.7,(4)
/Gear-Firefly-Laptop-Rucksack-Liters/dp/B074DWN7NS,"F Gear Firefly V2 Laptop Rucksack 40 Liters (Navy blue, Yellow) Sch Bag","1,407",4.2,(118)
/F-Gear-Talent-Laptop-Backpack-Grey/dp/B078KS2FX1,"F Gear Talent Laptop Backpack With Rain Cover 32 Liters (Grey,Black)",931,4.4,"(1,103)"
/Pinklips-Shopping-Blackpink-Laptop-Backpack/dp/B0B7DL5GMY,Pinklips Shopping Blackpink Theme Fan Art Laptop Bag Casual School Backpack (COMBO OF 3-SIZE BAGS) - PINKBAGS_777,"1,399",4.2,(22)
/ZOUK-Laptop-Bag-Women-Detachable/dp/B08PKXMZ2P,"ZOUK Laptop Bag for Women - Handmade Bag for 15.6 inch Laptop, MacBook - Vegan Leather Office Bags with Detachable Shoulder Strap - Perfect Handbag for Ladies - Jet Black","1,899",4.9,(9)
/Gear-Firefly-Laptop-Rucksack-Liters/dp/B074DWN7NS,"F Gear Firefly V2 Laptop Rucksack 40 Liters (Navy blue, Yellow) Sch Bag","1,407",4.2,(118)
/Nivia-5177RD-Polyester-String-Bag/dp/B07NNJKQQY,Nivia 5177RD Polyester String Bag (Red),193,4.0,(260)
/Pinklips-Shopping-Blackpink-Laptop-Backpack/dp/B0B7DL5GMY,Pinklips Shopping Blackpink Theme Fan Art Laptop Bag Casual School Backpack (COMBO OF 3-SIZE BAGS) - PINKBAGS_777,"1,399",4.2,(22)
/ZOUK-Laptop-Bag-Women-Detachable/dp/B08PKXMZ2P,"ZOUK Laptop Bag for Women - Handmade Bag for 15.6 inch Laptop, MacBook - Vegan Leather Office Bags with Detachable Shoulder Strap - Perfect Handbag for Ladies - Jet Black","1,899",4.9,(9)
/PUMA-Daypack-IND-BLUE-DANUBE-Peacoat/dp/B08BV1JYGK,Puma Daypack IND I BLUE DANUBE,449,4.0,(80)
/Tabelito%C2%AE-VOLT-waterproof-Backpack-Compatible/dp/B0BML7Q3J1,Tabelito® VOLT Casual waterproof Laptop Backpack/Office bag/School bag/College bag/Business bag/Unisex bag Travel bag Compatible with 15.6 inch Laptop 30L Bag for Men and Women - GREY,999,4.8,(81)
/Wooum-Resistant-Material-Messenger-Compartment/dp/B0BQFHN15L,Wooum Water Resistant Material Sling Bag/One Side Bag/Shoulder Bag/Messenger Bag/Office Messenger Bag/Travel Side Bag with 14.1 Inch Laptop Compartment -,474.,3.9,(220)
/Hammonds-Flycatcher-Genuine-Brushwood-Messenger/dp/B0916G3WW7,"HAMMONDS FLYCATCHER Genuine Leather Laptop Bag for Men/Office Bag for Men, Brushwood | Fits Upto 14 Inch Laptop/MacBook | Leather Bag with Shoulder Straps | Laptop Messenger Bag/Leather Bag for Men","2,499",4.2,"(1,243)"
/PUJI-Bag-overnight-weekender-Multicolor/dp/B0B3RTVM2J,"PUJI Travel Duffel Bag, overnight shoulder Bag, weekender carry on for women, Women's travel bags Shoulder Weekender Overnight Bag for Women, sports Gym Bag, Sports Tote Gym Bag, workout duffel bag (SIMPLE BAG)( Multicolor )",559,3.8,(160)
/Storite-Leather-Laptop-Bag-inch/dp/B081GQJLD2,"Storite PU Leather 14 inch Laptop Messenger Organizer Bag/Shoulder Sling Office Bag for Men & Women Notebook, Tablet Carrying Handbag (37x 27x7cm, Light Brown)",999,4.0,"(1,564)"
/Tommy-Hilfiger-Orlean-Polyester-Overnighter/dp/B0BDS1RVPP,Tommy Hilfiger Orlean Plus Unisex Polyester Overnighter with 15 Inch Laptop Pocket Dark Black,"3,649",4.1,(21)
/Killer-Synthetic-Leather-Laptop-Backpack/dp/B01M59NWJF,Killer Volta PU Synthetic Leather Laptop Backpack for 15.6 inch Laptop - Trendy Everyday Carry College Backpack Bag - Black,"1,616",4.1,(31)
/Leaderachi-Genuine-Vintage-Leather-Shoulder/dp/B07NDG5MYR,LEADERACHI Women's Genuine Vintage Hunter Leather Shoulder Laptop Tote Bag,"3,492",4.3,(24)
/Baggit-Womens-Satchel-Handbag-Green/dp/B098TJWT8K,Baggit Women's Sling Bag - S1 (Green),679,4.0,(158)
/F-Gear-Bi-Frost-Executive-Backpack/dp/B071R75MH3,F Gear Bi Frost Executive 28 Liter Laptop Backpack (Brown),830,4.4,(622)
/Abhsant-Foldable-Duffle-Bag-Compartments/dp/B0BXB1QPWV,"Abhsant Sports Gym Foldable Travel Duffle Bag, Sports Duffle Bag, Shoulder Handbag for Women, Outdoor Weekend Bag with Shoe and Wet Clothes Compartments (Purple)",899,New to Amazon,N/A
/F-Gear-Bi-Frost-Executive-Backpack/dp/B071R75MH3,F Gear Bi Frost Executive 28 Liter Laptop Backpack (Brown),830,4.4,(622)
/Abhsant-Foldable-Duffle-Bag-Compartments/dp/B0BXB1QPWV,"Abhsant Sports Gym Foldable Travel Duffle Bag, Sports Duffle Bag, Shoulder Handbag for Women, Outdoor Weekend Bag with Shoe and Wet Clothes Compartments (Purple)",899,New to Amazon,N/A
/ASTRID-Printed-Light-Laptop-Messenger/dp/B09MLQ5HSZ,ASTRID 17'' Printed Light Green Laptop Messenger Bag,"1,099",5.0,(1)
/Wildcraft-Cracks-Backpack-Red-11910/dp/B0837H9XSY,Wildcraft WC 1 Cracks Backpack Red (11910),"1,199",3.9,(12)
/NYTRYD-Computers-Backpacks-Mountaineering-Capacity/dp/B0BSQ7PFV8,NYTRYD Cloth Storage Bag Two Types Handle Handbag Computers Laptop Backpacks Mountaineering Large Capacity Bag for Men & Women (Grey),"1,199",New to Amazon,N/A
/Safari-Formal-Backpack-Anti-Theft-VAULT19CBBLK/dp/B07XSTR69N,"Safari 48 Cms Black Formal/Office/Laptop Backpack With Anti-Theft, Lock, Usb And Rfid (Vault19Cbblk)","1,499",4.0,(818)
/GLIVE-LABEL-Waterproof-Running-Accessories/dp/B07PXR21PK,GLIVE (LABEL) Sport Waist Bag Running Belt Waterproof Mobile Phone Holder Pouch Jogging Belt Belly Bag Women Gym Fitness Bag Outdoor Sport Waist Belt Bag,398,3.3,(6)
/Hammonds-Flycatcher-Messenger-Compartment-LB126BN/dp/B07PVQ9YXJ,Hammonds Flycatcher Genuine Leather Executive Formal Convertable Office Bag | Backpack | Shoulder Laptop Messenger Bag For Men | MacBook | NoteBook Upto 16 Inch | Handbags with Shoulder Straps | 2 Main Compartments |ZIpper Trolley Straps |Brown| LB126BN,"5,199",4.3,(46)
/Hilfiger-Coppel-Backpack-TH-COPPELLAP08/dp/B07GRCXMDW,Tommy Hilfiger Coppel 20 Ltrs Navy Laptop Backpack (TH/COPPELLAP08),"1,739",4.0,(42)
/Oscaurt-Backpack-Business-Resistant-Charging/dp/B072ZXD8LD,Oscaurt Anti theft Travel Backpack Business Water Resistant Bag with USB Charging Port and Hidden Pocket for College Student Work Men,999,4.5,"(1,519)"
/Wesley-Waterproof-Backpack-Business-Dimensions/dp/B0BMQ4D59H,Wesley Ignite Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18.5 inches) (Compatible with 39.62cm(15.6inch laptop),610,4.2,(16)
/Skybags-Unisex-Gucci-Fabric-Backpacks/dp/B0B21XCFRM,Skybags Unisex Blue Gucci Fabric 27L Backpacks,908,3.7,(22)
/Cosmus-Office-Laptop-Epilax-Messenger/dp/B09SHW8J1L,COSMUS Office Laptop Bag Epilax Laptop Messenger Bag,"1,442",4.0,(39)
/KILLER-Polyester-Orange-Laptop-Backpack/dp/B07B516P18,KILLER Casual College Bags Munich 29L Trendy Polyester Laptop Backpack,"1,047",4.2,(718)
/Hammonds-Flycatcher-Brown-Mens-Laptop/dp/B01LYDRI9V,"HAMMONDS FLYCATCHER Genuine Leather Laptop Bag for Men/Office Bag for Men, Brown | Fits Upto 16 Inch Laptop/MacBook | Leather Bag with Shoulder Straps | Laptop Messenger Bag/Leather Bag for Men","2,999",4.4,"(2,371)"
/Lino-Perros-Women-Colored-Backpack/dp/B084TPL24S,Lino Perros Backpack,"1,293",4.4,(180)
/Birthday-Popper-Unicorn-Drawstring-Return/dp/B097FSPNCS,Birthday Popper Drawstring Sack Bag (Set of 15) Birthday Return Gifts for All Age Group,599,4.0,(716)
/Arctic-Earphone-Scratch-Resistant-Shoulder/dp/B0B6GBH3RG,"Arctic Hunter Sling Bag for Men,Side Bag Chest Bag for men with USB/Earphone Jack and Water Bottle Pocket,Tablet Bag Water/Scratch Resistant Shoulder Bag for Men with two Handle for Travel Daily Use,Black","1,709",4.1,(23)
